Reaction ID,Reaction name,Reaction equation,EC number,Enzyme molar mass [g/mol],Turnover number (kcat) [1/s]
MNtex_b,Manganese (Mn+2) transport via diffusion (extracellular to periplasm),mn2_p  -> mn2_e ,,39959.4825,100000000
GAL1Ptex_b,D-galactose 1-phosphate transport via diffusion (extracellular to periplasm),gal1p_p  -> gal1p_e ,,39959.4825,100000000
O2Stex_b,Superoxide anion transport via diffusion (extracellular to periplasm),o2s_p  -> o2s_e ,,39959.4825,100000000
HOMtex_b,L-homoserine transport via diffusion (extracellular to periplasm),hom__L_p  -> hom__L_e ,,39959.4825,100000000
SO2tex_b,SO2 transport via diffusion (extracellular to periplasm),so2_p  -> so2_e ,,39959.4825,100000000
ACSERtex_b,O-Acetyl-L-serine transport via diffusion (extracellular to periplasm),acser_p  -> acser_e ,,39959.4825,100000000
ALAALAtex_b,D-alanyl-D-alanine (DalaDala) transport via diffusion (extracellular to periplasm),alaala_p  -> alaala_e ,,39959.4825,100000000
MALtex_b,Malate transport via diffusion (extracellular to periplasm),mal__L_p  -> mal__L_e ,,39959.4825,100000000
NO3tex_b,Nitrate transport via diffusion (extracellular to periplasm),no3_p  -> no3_e ,,39959.4825,100000000
GSNtex_b,Guanosine transport via diffusion (extracellular to periplasm),gsn_p  -> gsn_e ,,39959.4825,100000000
FORtex_b,Formate transport via diffusion (extracellular to periplasm),for_p  -> for_e ,,39959.4825,100000000
RIBtex_b,Ribose transport via diffusion (extracellular to periplasm),rib__D_p  -> rib__D_e ,,39959.4825,100000000
THMtex_b,Thiamine transport via diffusion (extracellular to periplasm),thm_p  -> thm_e ,,39959.4825,100000000
XYLUtex_b,L-xylulose transport via diffusion (extracellular to periplasm),xylu__L_p  -> xylu__L_e ,,39959.4825,100000000
ALLtex_b,Allose transport via diffusion (extracellular to periplasm),all__D_p  -> all__D_e ,,39959.4825,100000000
34dhpactex_b,Dihydroxyphenylacetaldehyde transport via diffusion (extracellular to periplasm),34dhpac_p  -> 34dhpac_e ,,39959.4825,100000000
23DAPPAtex_b,"2,3-diaminopropionate transport via diffusion",23dappa_p  -> 23dappa_e ,,39959.4825,100000000
GLCtex_copy2_b,Glucose transport via diffusion (extracellular to periplasm),glc__D_p  -> glc__D_e ,,39959.4825,100000000
PPALtex_b,Propanal transport via diffusion (extracellular to periplasm),ppal_p  -> ppal_e ,,39959.4825,100000000
CA2tex_b,Calcium (Ca+2) transport via diffusion (extracellular to periplasm),ca2_p  -> ca2_e ,,39959.4825,100000000
CUtex_b,Copper (Cu+1) transport via diffusion (extracellular to periplasm),cu_p  -> cu_e ,,39959.4825,100000000
12PPDRtex_b,"(R)-Propane-1,2-diol transport via diffusion (extracellular to periplasm)",12ppd__R_p  -> 12ppd__R_e ,,39959.4825,100000000
F6Ptex_b,Fructose 6-phosphate transport via diffusion (extracellular to periplasm),f6p_p  -> f6p_e ,,39959.4825,100000000
GAMAN6Ptex_b,D-glucosamine 6-phosphate transport via diffusion (extracellular to periplasm),gam6p_p  -> gam6p_e ,,39959.4825,100000000
PROGLYtex_b,L-Prolinylglycine transport via diffusion (extracellular to periplasm),progly_p  -> progly_e ,,39959.4825,100000000
CGLYtex_b,L-Cysteinylglycine transport via diffusion (extracellular to periplasm),cgly_p  -> cgly_e ,,39959.4825,100000000
GTHOXtex_b,Glutathione (ox) transport via diffusion (extracellular to periplasm),gthox_p  -> gthox_e ,,39959.4825,100000000
GTHRDtex_b,Glutathione transport via diffusion (extracellular to periplasm),gthrd_p  -> gthrd_e ,,39959.4825,100000000
TUNGStex_b,Tungstate transport via diffusion (extracellular to periplasm),tungs_p  -> tungs_e ,,39959.4825,100000000
GALCTNLtex_b,L-galactonate transport via diffusion (extracellular to periplasm),galctn__L_p  -> galctn__L_e ,,39959.4825,100000000
MALDtex_b,D-Malate transport via diffusion (extracellular to periplasm),mal__D_p  -> mal__D_e ,,39959.4825,100000000
OROTtex_b,Orotate transport via diffusion (extracellular to periplasm),orot_p  -> orot_e ,,39959.4825,100000000
5DGLCNtex_b,5-Dehydro-D-gluconate transport via diffusion (extracellular to periplasm),5dglcn_p  -> 5dglcn_e ,,39959.4825,100000000
PPAtex_b,Propionate transport via diffusion,ppa_p  -> ppa_e ,,39959.4825,100000000
PSCLYStex_b,Psicoselysine transporter via diffusion (extracellular),psclys_p  -> psclys_e ,,39959.4825,100000000
THYMtex_b,Thymine transport via diffusion (extracellular to periplasm),thym_p  -> thym_e ,,39959.4825,100000000
MINCYCtex_b,Minocycline transport via diffusion (extracellular to periplasm),mincyc_p  -> mincyc_e ,,39959.4825,100000000
DOXRBCNtex_b,Doxorubicin transport via diffusion (extracellular to periplasm),doxrbcn_p  -> doxrbcn_e ,,39959.4825,100000000
CMtex_b,Chloramphenicol transport via diffusion (extracellular to periplasm),cm_p  -> cm_e ,,39959.4825,100000000
LALALGLUtex_b,L-alanyl-L-glutamate transport via diffusion (extracellular to periplasm),LalaLglu_p  -> LalaLglu_e ,,39959.4825,100000000
5MTRtex_b,5-Methylthio-D-ribose transport via proton diffusion (extracellular to periplasm),5mtr_p  -> 5mtr_e ,,39959.4825,100000000
LALADGLUtex_b,L-alanyl-D-glutamate transport via diffusion (extracellular to periplasm),LalaDglu_p  -> LalaDglu_e ,,39959.4825,100000000
3HPPtex_b,3-hydroxypropionate transport via diffusion (extracellular to periplasm),3hpp_p  -> 3hpp_e ,,39959.4825,100000000
FUSAtex_b,Fusidic acid transport via diffusion (extracellular to periplasm),fusa_p  -> fusa_e ,,39959.4825,100000000
QUIN2tex_b,Quinate transport via diffusion (extracellular to periplasm),quin_p  -> quin_e ,,39959.4825,100000000
SELtex_b,Selenate transport via diffusion (extracellular to periplasm),sel_p  -> sel_e ,,39959.4825,100000000
MEOHtex_b,Methanol transport via diffusion (extracellular to periplasm),meoh_p  -> meoh_e ,,39959.4825,100000000
TTRCYCtex_b,Tetracycline transport via diffusion (extracellular to periplasm),ttrcyc_p  -> ttrcyc_e ,,39959.4825,100000000
SLNTtex_b,Selenite transport via diffusion (extracellular to periplasm),slnt_p  -> slnt_e ,,39959.4825,100000000
TARTRDtex_b,D-tartrate transport via diffusion (extracellular to periplasm),tartr__D_p  -> tartr__D_e ,,39959.4825,100000000
BTNtex_b,Biotin transport via diffusion (extracellular to periplasm),btn_p  -> btn_e ,,39959.4825,100000000
PYDXtex_b,Pyridoxal transport via diffusion (extracellular),pydx_p  -> pydx_e ,,39959.4825,100000000
PYDXNtex_b,Pyridoxine transport via diffusion (extracellular),pydxn_p  -> pydxn_e ,,39959.4825,100000000
PYDAMtex_b,Pyridoxamine transport via diffusion (extracellular),pydam_p  -> pydam_e ,,39959.4825,100000000
CRNDtex_b,D-carnitine transport via diffusion (extracellular to periplasm),crn__D_p  -> crn__D_e ,,39959.4825,100000000
PSURItex_b,Pseudouridine transport via diffusion (extracellular to periplasm),psuri_p  -> psuri_e ,,39959.4825,100000000
FMNtex_b,"FMN transport, outer membrane",fmn_e  -> fmn_p ,,39959.4825,22
CLBtex_b,Cellobiose transport transport via diffusion extracellular to periplasm ,cellb_p  -> cellb_e ,,39959.4825,100000000
FADtex_b,"FAD transport, outer membrane",fad_e  -> fad_p ,,39959.4825,22
2DGLCtex_b,2-Deoxy-D-glucose transport via diffusion (extracellular),2dglc_p  -> 2dglc_e ,,39959.4825,100000000
URATEtex_b,Uric acid transport,urate_p  -> urate_e ,,39959.4825,22
Ftex_b,Fluoride transport via diffusion,f_e  -> f_p ,,39959.4825,100000000
CYSItex_b,L cystine transport via diffusion extracellular to periplasm ,cysi__L_p  -> cysi__L_e ,,39959.4825,100000000
CS1tex_b,Cesium transport via diffusion,cs1_p  -> cs1_e ,,39959.4825,100000000
MEPNtex_b,Methylphosphonic acid transport via diffusion (extracellular to periplasm),mepn_p  -> mepn_e ,,39959.4825,100000000
4ABZGLUtex_b,P-aminobenzoyl glutamate transport via diffusion (extracellular to periplasm),4abzglu_p  -> 4abzglu_e ,,39959.4825,100000000
METGLCURtex_b,1-O-methyl-Beta-D-glucuronate via diffusion (extracellular),metglcur_p  -> metglcur_e ,,39959.4825,100000000
AI2tex_b,"Ai2 transport, outer membrane",mththf_p  -> mththf_e ,,39959.4825,22
ASAD_f,Aspartate-semialdehyde dehydrogenase,aspsa_c + pi_c + nadp_c  -> h_c + nadph_c + 4pasp_c ,1.2.1.11,40016.67,249.6225
ASAD_b,Aspartate-semialdehyde dehydrogenase,h_c + nadph_c + 4pasp_c  -> aspsa_c + pi_c + nadp_c ,1.2.1.11,40016.67,15.6
ASCBPL,L-ascorbate 6-phosphate lactonase,ascb6p_c + h2o_c  -> h_c + 3dhgulnp_c ,3.1.1.-,40059.41,6.04
TDPGDH,"DTDPglucose 4,6-dehydratase",dtdpglu_c  -> dtdp4d6dg_c + h2o_c ,4.2.1.46,40154.82,4.9
ASR,Arsenate reductase,2 gthrd_c + aso4_c  -> aso3_c + h2o_c + gthox_c ,1.20.4.1,40184.24,0.3
IGPDH,Imidazoleglycerol-phosphate dehydratase,eig3p_c  -> h2o_c + imacp_c ,4.2.1.19,40276.7,1000
HISTP,Histidinol-phosphatase,hisp_c + h2o_c  -> pi_c + histd_c ,3.1.3.15,40276.7,1132.5
GLCURt2rpp_f,"D-glucuronate transport via proton symport, reversible (periplasm)",h_p + glcur_p  -> h_c + glcur_c ,,40279.79,22
GLCURt2rpp_b,"D-glucuronate transport via proton symport, reversible (periplasm)",h_c + glcur_c  -> h_p + glcur_p ,,40279.79,22
DXYLONtex_f,D-xylonate transport via diffusion (extracellular),dxylnt_e  -> dxylnt_p ,,40305.75,100000000
DXYLONtex_b,D-xylonate transport via diffusion (extracellular),dxylnt_p  -> dxylnt_e ,,40305.75,100000000
MALDDH,Malate decarboxylating oxidoreductase (decarboxylating),nad_c + mal__D_c  -> pyr_c + nadh_c + co2_c ,1.1.1.83,40313.67,76.08846667
APRAUR,5-amino-6-(5-phosphoribosylamino)uracil reductase,h_c + 5apru_c + nadph_c  -> nadp_c + 5aprbu_c ,1.1.1.193,40337.21,7.3275
DHPPDA2,Diaminohydroxyphosphoribosylaminopryrimidine deaminase (25drapp),h_c + h2o_c + 25drapp_c  -> 5apru_c + nh4_c ,3.5.4.26,40337.21,38.69725
PHETA1_f,Phenylalanine transaminase,akg_c + phe__L_c  -> phpyr_c + glu__L_c ,"2.6.1.42, 2.6.1.57",40400.39333,109.555
TYRTA_f,Tyrosine transaminase,akg_c + tyr__L_c  -> 34hpp_c + glu__L_c ,"2.6.1.42, 2.6.1.57",40400.39333,153.85
PHETA1_b,Phenylalanine transaminase,phpyr_c + glu__L_c  -> akg_c + phe__L_c ,2.6.1.1,40400.39333,670
TYRTA_b,Tyrosine transaminase,34hpp_c + glu__L_c  -> akg_c + tyr__L_c ,2.6.1.1,40400.39333,670
LCARS_f,"Lacaldehyde reductase (S-propane-1,2-diol forming)",h_c + lald__L_c + nadh_c  -> nad_c + 12ppd__S_c ,1.1.1.77,40512.22,213.4339433
LCARS_b,"Lacaldehyde reductase (S-propane-1,2-diol forming)",nad_c + 12ppd__S_c  -> h_c + lald__L_c + nadh_c ,1.1.1.77,40512.22,76.08846667
AADDGT,"DTDP-N-4-acetamido-4,6-dideoxy-D-galactose transferase",unagamu_c + dtdp4aaddg_c  -> h_c + unagamuf_c + dtdp_c ,2.4.1.325,40638.4,18.3185
GALT1,Galactosyltransferase I (LPS core synthesis),gicolipa_c + udpg_c  -> h_c + gagicolipa_c + udp_c ,2.4.1.-,40824.71,4.357545811
GPDDA1pp,Glycerophosphodiester phosphodiesterase (Glycerophosphocholine),h2o_p + g3pc_p  -> h_p + chol_p + glyc3p_p ,3.1.4.46,40842.06,3.2
GPDDA5pp,Glycerophosphodiester phosphodiesterase (Glycerophosphoinositol),h2o_p + g3pi_p  -> h_p + inost_p + glyc3p_p ,3.1.4.46,40842.06,3.2
GPDDA3pp,Glycerophosphodiester phosphodiesterase (Glycerophosphoserine),h2o_p + g3ps_p  -> h_p + ser__L_p + glyc3p_p ,3.1.4.46,40842.06,2.8
GPDDA4pp,Glycerophosphodiester phosphodiesterase (Glycerophosphoglycerol),h2o_p + g3pg_p  -> h_p + glyc_p + glyc3p_p ,3.1.4.46,40842.06,3.3
GPDDA2pp,Glycerophosphodiester phosphodiesterase (Glycerophosphoethanolamine),h2o_p + g3pe_p  -> h_p + glyc3p_p + etha_p ,3.1.4.46,40842.06,1.1
SARCOX,Sarcosine oxidase,o2_c + h2o_c + sarcs_c  -> fald_c + gly_c + h2o2_c ,1.5.3.-,40900.75,25.025
MTRPOX,N-methyltryptophan oxidase,o2_c + Nmtrp_c + h2o_c  -> fald_c + trp__L_c + h2o2_c ,1.5.3.-,40900.75,18.9
ALATA_D2,D-alanine transaminase,pydx5p_c + ala__D_c  -> pyam5p_c + pyr_c ,"2.1.2.1, 4.1.2.48",40904.485,6.8625
ALATA_L2,Alanine transaminase,pydx5p_c + ala__L_c  -> pyam5p_c + pyr_c ,"2.1.2.1, 4.1.2.48",40904.485,6.8625
THRA2,L-allo-Threonine Aldolase,athr__L_c  -> gly_c + acald_c ,4.1.2.48,40904.485,3.55
THRA,Threonine aldolase,thr__L_c  -> gly_c + acald_c ,4.1.2.48,40904.485,1.87
AGDC,N-acetylglucosamine-6-phosphate deacetylase,acgam6p_c + h2o_c  -> ac_c + gam6p_c ,3.5.1.25,40947.98,95.875
ACGAMT,UDP-N-acetylglucosamine:undecaprenylphosphate N-acetylglucosamine -1-phosphate transferase,uacgam_c + udcpp_c  -> ump_c + unaga_c ,2.7.8.33,40956.17,1.2
MCOATA_f,Malonyl-CoA-ACP transacylase,malcoa_c + ACP_c  -> coa_c + malACP_c ,2.3.1.39,41037.59,9.1
MCOATA_b,Malonyl-CoA-ACP transacylase,coa_c + malACP_c  -> malcoa_c + ACP_c ,2.3.1.39,41037.59,9.1
PGK_f,Phosphoglycerate kinase,3pg_c + atp_c  -> 13dpg_c + adp_c ,2.7.2.3,41116.97,1480
PGK_b,Phosphoglycerate kinase,13dpg_c + adp_c  -> 3pg_c + atp_c ,2.7.2.3,41116.97,2633
M1PD_f,Mannitol-1-phosphate 5-dehydrogenase,nad_c + mnl1p_c  -> h_c + f6p_c + nadh_c ,1.1.1.17,41137.86,9.55
M1PD_b,Mannitol-1-phosphate 5-dehydrogenase,h_c + f6p_c + nadh_c  -> nad_c + mnl1p_c ,1.1.1.17,41137.86,125
MLDCP1App,"Murein L,D-carboxypeptidase (murein5px4p) (periplasm)",h2o_p + murein5px4p_p  -> murein3px4p_p + alaala_p ,2.-.-.-,41252.136,106.3
MLDCP2App,"Murein L,D-carboxypeptidase (murein5p5p) (periplasm)",murein5p5p_p + h2o_p  -> alaala_p + murein5p3p_p ,2.-.-.-,41252.136,106.3
MLDCP2Bpp,"Murein L,D-carboxypeptidase (murein4p3p) (periplasm)",h2o_p + murein4p3p_p  -> murein3p3p_p + ala__D_p ,2.-.-.-,41252.136,106.3
MLDCP3App,"Murein L,D-carboxypeptidase (murein5px3p) (periplasm)",h2o_p + murein5px3p_p  -> alaala_p + murein3px3p_p ,2.-.-.-,41252.136,106.3
MLDCP1Bpp,"Murein L,D-carboxypeptidase (murein4p4p) (periplasm)",h2o_p + murein4p4p_p  -> ala__D_p + murein4p3p_p ,2.-.-.-,41252.136,106.3
SDPDS,Succinyl-diaminopimelate desuccinylase,sl26da_c + h2o_c  -> 26dap_LL_c + succ_c ,3.5.1.18,41267.84,140
NAt3_2pp,Sodium proton antiporter (H:NA is 2) (periplasm),2 h_p + na1_c  -> 2 h_c + na1_p ,,41354.76,22
CYNTt2pp,Cyanate transport via proton symport (periplasm),h_p + cynt_p  -> h_c + cynt_c ,,41359.77,22
PERD_f,Erythronate 4-phosphate (4per) dehydrogenase,nad_c + 4per_c  -> h_c + ohpb_c + nadh_c ,1.1.1.290,41366.41,1.4
PERD_b,Erythronate 4-phosphate (4per) dehydrogenase,h_c + ohpb_c + nadh_c  -> nad_c + 4per_c ,1.1.1.290,41366.41,1
GALKr_f,Galactokinase,atp_c + gal_c  -> h_c + adp_c + gal1p_c ,2.7.1.6,41440.92,63.62
GALKr_b,Galactokinase,h_c + adp_c + gal1p_c  -> atp_c + gal_c ,2.7.1.6,41440.92,0.195
VALt3pp,L-valine transport out via proton antiport (periplasm),h_p + val__L_c  -> h_c + val__L_p ,,41444.415,22
SHSL1,O-succinylhomoserine lyase (L-cysteine),cys__L_c + suchms_c  -> h_c + cyst__L_c + succ_c ,2.5.1.48,41549.19,84.51428571
HCINNMt2rpp_f,"3-hydroxycinnamic acid transport via proton symport, reversible (periplasm)",h_p + 3hcinnm_p  -> h_c + 3hcinnm_c ,,41549.75,22
HPPPNt2rpp_f,"3-(3-hydroxyphenyl)propionate transport via proton symport, reversible (periplasm)",h_p + 3hpppn_p  -> h_c + 3hpppn_c ,,41549.75,22
HCINNMt2rpp_b,"3-hydroxycinnamic acid transport via proton symport, reversible (periplasm)",h_c + 3hcinnm_c  -> h_p + 3hcinnm_p ,,41549.75,22
HPPPNt2rpp_b,"3-(3-hydroxyphenyl)propionate transport via proton symport, reversible (periplasm)",h_c + 3hpppn_c  -> h_p + 3hpppn_p ,,41549.75,22
PPPNt2rpp_f,"3-phenylpropionate transport via proton symport, reversible (periplasm)",pppn_p + h_p  -> h_c + pppn_c ,,41591.73,22
PPPNt2rpp_b,"3-phenylpropionate transport via proton symport, reversible (periplasm)",h_c + pppn_c  -> pppn_p + h_p ,,41591.73,22
AOXSr2,8-amino-7-oxononanoate synthase,pimACP_c + ala__L_c  -> 8aonn_c + co2_c + ACP_c ,2.3.1.47,41593.12,0.028
PAPSR,Phosphoadenylyl-sulfate reductase (thioredoxin),paps_c + trdrd_c  -> 2 h_c + so3_c + trdox_c + pap_c ,1.8.4.8,41637.275,3.5
UDPKAAT_f,UDP-4''-ketopentose:UDP-4-amino-4-deoxy-L-arabinose aminotransferase,glu__L_c + udpLa4o_c  -> akg_c + udpLa4n_c ,2.6.1.87,41648.74,339.905
UDPKAAT_b,UDP-4''-ketopentose:UDP-4-amino-4-deoxy-L-arabinose aminotransferase,akg_c + udpLa4n_c  -> glu__L_c + udpLa4o_c ,2.6.1.87,41648.74,278
2AGPE120tipp,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0) transporter via facilitated diffusion (periplasm),2agpe120_p  -> 2agpe120_c ,,41654.65,100000000
2AGPA120tipp,2-Acyl-sn-glycero-3-phosphatidate (n-C12:0) transporter via facilitated diffusion (periplasm),2ddecg3p_p  -> 2ddecg3p_c ,,41654.65,100000000
2AGPG180tipp,2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0) transporter via facilitated diffusion (periplasm),2agpg180_p  -> 2agpg180_c ,,41654.65,100000000
2AGPG140tipp,2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0) transporter via facilitated diffusion (periplasm),2agpg140_p  -> 2agpg140_c ,,41654.65,100000000
2AGPG160tipp,2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0) transporter via facilitated diffusion (periplasm),2agpg160_p  -> 2agpg160_c ,,41654.65,100000000
2AGPG141tipp,2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1) transporter via facilitated diffusion (periplasm),2agpg141_p  -> 2agpg141_c ,,41654.65,100000000
2AGPG161tipp,2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1) transporter via facilitated diffusion (periplasm),2agpg161_p  -> 2agpg161_c ,,41654.65,100000000
2AGPG181tipp,2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1) transporter via facilitated diffusion (periplasm),2agpg181_p  -> 2agpg181_c ,,41654.65,100000000
2AGPE181tipp,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1) transporter via facilitated diffusion (periplasm),2agpe181_p  -> 2agpe181_c ,,41654.65,100000000
2AGPA140tipp,2-Acyl-sn-glycero-3-phosphatidate (n-C14:0) transporter via facilitated diffusion (periplasm),2tdecg3p_p  -> 2tdecg3p_c ,,41654.65,100000000
2AGPA160tipp,2-Acyl-sn-glycero-3-phosphatidate (n-C16:0) transporter via facilitated diffusion (periplasm),2hdecg3p_p  -> 2hdecg3p_c ,,41654.65,100000000
2AGPA180tipp,2-Acyl-sn-glycero-3-phosphatidate (n-C18:0) transporter via facilitated diffusion (periplasm),2odecg3p_p  -> 2odecg3p_c ,,41654.65,100000000
2AGPA141tipp,2-Acyl-sn-glycero-3-phosphatidate (n-C14:1) transporter via facilitated diffusion (periplasm),2tdec7eg3p_p  -> 2tdec7eg3p_c ,,41654.65,100000000
2AGPE140tipp,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0) transporter via facilitated diffusion (periplasm),2agpe140_p  -> 2agpe140_c ,,41654.65,100000000
2AGPE160tipp,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0) transporter via facilitated diffusion (periplasm),2agpe160_p  -> 2agpe160_c ,,41654.65,100000000
